detailsPageUrl,carat,date,dateSet,price,strikethroughPrice,pricePerCarat,skus,id,shapeCode,shapeName,clarity,color,culet,cut,depth,fluorescence,lxwRatio,polish,symmetry,table,hasVisualization,visualizationImageUrl,v360BaseUrl,measurements,willArriveForHoliday,imageUrl,sellingIndex,sold,quickShip
./diamond-details/LD14522864,1.01,Nov 9,Nov 10,"$3,500","$6,547","$3,465",LD14522864,LD14522864,RD,Round,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",63.7,None,1.00,Very Good,Excellent,58.0,False,None,None,"{'label': '6.28 x 6.26 x 3.99 mm', 'labelSmall': '6.28 x 6.26 x 3.99'}",False,None,0.22581305,False,True
./diamond-details/LD13926172,1.00,Nov 18,Nov 19,"$3,518",None,"$3,518",LD13926172,LD13926172,RD,Round,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",63.5,None,1.01,Excellent,Good,53.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-3355310687/still_230x230.jpg,https://bluenile.v360.in/29/imaged/gia-3355310687/1/,"{'label': '6.24 x 6.31 x 3.99 mm', 'labelSmall': '6.24 x 6.31 x 3.99'}",False,None,0.2765876,False,False
./diamond-details/LD13519677,1.00,Nov 12,Nov 13,"$3,532",None,"$3,532",LD13519677,LD13519677,RD,Round,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",65.4,None,1.02,Excellent,Good,56.0,False,None,None,"{'label': '6.13 x 6.24 x 4.04 mm', 'labelSmall': '6.13 x 6.24 x 4.04'}",False,None,0.19865854,False,True
./diamond-details/LD14534649,1.00,Nov 25,Nov 27,"$3,532",None,"$3,532",LD14534649,LD14534649,RD,Round,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",64.3,None,1.00,Very Good,Very Good,52.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2366105847/still_230x230.jpg,https://bluenile.v360.in/27/imaged/gia-2366105847/1/,"{'label': '6.28 x 6.26 x 4.03 mm', 'labelSmall': '6.28 x 6.26 x 4.03'}",False,None,0.28519225,False,False
./diamond-details/LD13530141,1.00,Nov 27,Nov 30,"$3,557",None,"$3,557",LD13530141,LD13530141,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",62.8,Faint,1.01,Excellent,Very Good,60.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6342861009/still_230x230.jpg,https://bluenile.v360.in/43/imaged/gia-6342861009/1/,"{'label': '6.39 x 6.31 x 3.99 mm', 'labelSmall': '6.39 x 6.31 x 3.99'}",False,None,0.4202519,False,False
./diamond-details/LD14020489,1.01,Nov 25,Nov 27,"$3,599","$3,778","$3,563",LD14020489,LD14020489,RD,Round,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",65.1,Faint,1.01,Excellent,Very Good,57.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2358283655/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-2358283655/1/,"{'label': '6.19 x 6.26 x 4.05 mm', 'labelSmall': '6.19 x 6.26 x 4.05'}",False,None,0.30514425,False,False
./diamond-details/LD14232359,1.01,Nov 25,Nov 27,"$3,646",None,"$3,610",LD14232359,LD14232359,RD,Round,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",65.1,None,1.01,Very Good,Very Good,58.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7353785666/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-7353785666/1/,"{'label': '6.16 x 6.24 x 4.03 mm', 'labelSmall': '6.16 x 6.24 x 4.03'}",False,None,0.31914517,False,False
./diamond-details/LD14400710,1.00,Nov 10,Nov 11,"$3,651",None,"$3,651",LD14400710,LD14400710,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",61.0,Medium Blue,1.00,Excellent,Excellent,58.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1343651506/still_230x230.jpg,https://bluenile.v360.in/5/imaged/gia-1343651506/1/,"{'label': '6.43 x 6.46 x 3.93 mm', 'labelSmall': '6.43 x 6.46 x 3.93'}",False,None,0.5115348,False,True
./diamond-details/LD14604829,1.00,Nov 25,Nov 27,"$3,654",None,"$3,654",LD14604829,LD14604829,RD,Round,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",63.0,None,1.01,Excellent,Excellent,58.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6362246427/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-6362246427/1/,"{'label': '6.39 x 6.34 x 4.01 mm', 'labelSmall': '6.39 x 6.34 x 4.01'}",False,None,0.34290737,False,False
./diamond-details/LD13963028,1.01,Nov 11,Nov 12,"$3,662",None,"$3,626",LD13963028,LD13963028,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",61.3,None,1.01,Excellent,Excellent,58.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7328497578/still_230x230.jpg,https://bluenile.v360.in/2/imaged/gia-7328497578/1/,"{'label': '6.46 x 6.42 x 3.95 mm', 'labelSmall': '6.46 x 6.42 x 3.95'}",False,None,0.46697906,False,True
./diamond-details/LD14511730,1.00,Nov 27,Nov 30,"$3,665",None,"$3,665",LD14511730,LD14511730,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",63.0,Faint,1.01,Excellent,Excellent,56.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7366280992/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-7366280992/1/,"{'label': '6.38 x 6.32 x 4.00 mm', 'labelSmall': '6.38 x 6.32 x 4.00'}",False,None,0.43887278,False,False
./diamond-details/LD14362970,1.00,Nov 25,Nov 27,"$3,716","$3,932","$3,716",LD14362970,LD14362970,RD,Round,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",62.1,None,1.01,Excellent,Very Good,64.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5356997411/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-5356997411/1/,"{'label': '6.40 x 6.31 x 3.94 mm', 'labelSmall': '6.40 x 6.31 x 3.94'}",False,None,0.30887684,False,False
./diamond-details/LD14574425,1.01,Nov 27,Nov 30,"$3,719",None,"$3,682",LD14574425,LD14574425,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",61.4,None,1.01,Excellent,Very Good,61.0,False,None,None,"{'label': '6.45 x 6.40 x 3.95 mm', 'labelSmall': '6.45 x 6.40 x 3.95'}",False,None,0.22528917,False,False
./diamond-details/LD14264776,1.02,Nov 25,Nov 27,"$3,739",None,"$3,666",LD14264776,LD14264776,RD,Round,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",64.6,Faint,1.01,Excellent,Very Good,57.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1358809858/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-1358809858/1/,"{'label': '6.21 x 6.26 x 4.03 mm', 'labelSmall': '6.21 x 6.26 x 4.03'}",False,None,0.26027676,False,False
./diamond-details/LD13999455,1.02,Nov 25,Nov 27,"$3,743",None,"$3,670",LD13999455,LD13999455,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",61.7,None,1.00,Excellent,Excellent,60.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6214014164/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-6214014164/1/,"{'label': '6.40 x 6.43 x 3.96 mm', 'labelSmall': '6.40 x 6.43 x 3.96'}",False,None,0.51394385,False,False
./diamond-details/LD14344114,1.01,Nov 25,Nov 27,"$3,751","$4,251","$3,714",LD14344114,LD14344114,RD,Round,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",64.3,None,1.01,Excellent,Very Good,58.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2215074887/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-2215074887/1/,"{'label': '6.19 x 6.26 x 4.00 mm', 'labelSmall': '6.19 x 6.26 x 4.00'}",False,None,0.2698408,False,False
./diamond-details/LD14244531,1.00,Nov 25,Nov 27,"$3,760","$4,257","$3,760",LD14244531,LD14244531,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",63.5,None,1.01,Excellent,Very Good,56.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2215076435/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-2215076435/1/,"{'label': '6.31 x 6.37 x 4.03 mm', 'labelSmall': '6.31 x 6.37 x 4.03'}",False,None,0.4670535,False,False
./diamond-details/LD14554262,1.00,Nov 27,Nov 30,"$3,763",None,"$3,763",LD14554262,LD14554262,RD,Round,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",65.0,Medium Blue,1.01,Excellent,Excellent,56.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7368120387/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-7368120387/1/,"{'label': '6.23 x 6.18 x 4.04 mm', 'labelSmall': '6.23 x 6.18 x 4.04'}",False,None,0.27051133,False,False
./diamond-details/LD14504621,1.00,Nov 18,Nov 19,"$3,765",None,"$3,765",LD14504621,LD14504621,RD,Round,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",61.0,None,1.01,Excellent,Excellent,61.4,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5366113946/still_230x230.jpg,https://bluenile.v360.in/30/imaged/gia-5366113946/1/,"{'label': '6.37 x 6.42 x 3.93 mm', 'labelSmall': '6.37 x 6.42 x 3.93'}",False,None,0.35348383,False,False
./diamond-details/LD12331226,1.00,Nov 12,Nov 13,"$3,798",None,"$3,798",LD12331226,LD12331226,RD,Round,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",64.3,None,1.01,Very Good,Excellent,59.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-3325574009/still_230x230.jpg,https://bluenile.v360.in/51/imaged/gia-3325574009/1/,"{'label': '6.28 x 6.24 x 4.03 mm', 'labelSmall': '6.28 x 6.24 x 4.03'}",False,None,0.3155586,False,True
./diamond-details/LD13520314,1.00,Nov 11,Nov 12,"$3,798",None,"$3,798",LD13520314,LD13520314,RD,Round,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",64.7,None,1.01,Excellent,Very Good,55.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6341225562/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-6341225562/1/,"{'label': '6.23 x 6.19 x 4.02 mm', 'labelSmall': '6.23 x 6.19 x 4.02'}",False,None,0.30214295,False,True
./diamond-details/LD12003229,1.00,Nov 18,Nov 19,"$3,800",None,"$3,800",LD12003229,LD12003229,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",62.1,None,1.00,Excellent,Very Good,56.0,False,None,None,"{'label': '6.44 x 6.41 x 3.99 mm', 'labelSmall': '6.44 x 6.41 x 3.99'}",False,None,0.3577793,False,False
./diamond-details/LD14358753,1.00,Nov 25,Nov 27,"$3,800","$4,139","$3,800",LD14358753,LD14358753,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",62.0,None,1.01,Very Good,Excellent,57.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1359798192/still_230x230.jpg,https://bluenile.v360.in/27/imaged/gia-1359798192/1/,"{'label': '6.40 x 6.36 x 3.95 mm', 'labelSmall': '6.40 x 6.36 x 3.95'}",False,None,0.53127307,False,False
./diamond-details/LD14504936,1.01,Nov 18,Nov 19,"$3,803",None,"$3,765",LD14504936,LD14504936,RD,Round,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",58.0,None,1.01,Excellent,Very Good,64.1,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6355890358/still_230x230.jpg,https://bluenile.v360.in/30/imaged/gia-6355890358/1/,"{'label': '6.19 x 6.27 x 3.99 mm', 'labelSmall': '6.19 x 6.27 x 3.99'}",False,None,0.30142632,False,False
./diamond-details/LD13701123,1.00,Nov 19,Nov 20,"$3,824",None,"$3,824",LD13701123,LD13701123,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",61.9,None,1.01,Very Good,Excellent,61.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1349829322/still_230x230.jpg,https://bluenile.v360.in/2/imaged/gia-1349829322/1/,"{'label': '6.40 x 6.35 x 3.94 mm', 'labelSmall': '6.40 x 6.35 x 3.94'}",False,None,0.33416313,False,False
./diamond-details/LD14551629,1.03,Nov 19,Nov 20,"$3,831",None,"$3,719",LD14551629,LD14551629,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",62.6,Faint,1.00,Excellent,Excellent,58.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1353889567/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-1353889567/1/,"{'label': '6.44 x 6.47 x 4.04 mm', 'labelSmall': '6.44 x 6.47 x 4.04'}",False,None,0.3663516,False,False
./diamond-details/LD14558652,1.01,Nov 27,Nov 30,"$3,835",None,"$3,797",LD14558652,LD14558652,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",62.8,Medium Blue,1.01,Excellent,Excellent,58.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1367363341/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-1367363341/1/,"{'label': '6.41 x 6.36 x 4.01 mm', 'labelSmall': '6.41 x 6.36 x 4.01'}",False,None,0.32908443,False,False
./diamond-details/LD14625693,1.00,Nov 10,Nov 11,"$3,835",None,"$3,835",LD14625693,LD14625693,RD,Round,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",62.1,None,1.02,Excellent,Good,61.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6362020302/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-6362020302/1/,"{'label': '6.28 x 6.40 x 3.94 mm', 'labelSmall': '6.28 x 6.40 x 3.94'}",False,None,0.23675087,False,True
./diamond-details/LD13701137,1.06,Nov 19,Nov 20,"$3,842",None,"$3,625",LD13701137,LD13701137,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",62.8,None,1.01,Excellent,Excellent,56.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1307990190/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-1307990190/1/,"{'label': '6.52 x 6.48 x 4.08 mm', 'labelSmall': '6.52 x 6.48 x 4.08'}",False,None,0.40705013,False,False
./diamond-details/LD12406454,1.00,Nov 18,Nov 19,"$3,853",None,"$3,853",LD12406454,LD12406454,RD,Round,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",64.7,Faint,1.01,Excellent,Very Good,58.0,False,None,None,"{'label': '6.27 x 6.20 x 4.04 mm', 'labelSmall': '6.27 x 6.20 x 4.04'}",False,None,0.10461142,False,False
./diamond-details/LD13701144,1.01,Nov 19,Nov 20,"$3,856",None,"$3,818",LD13701144,LD13701144,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",60.4,Medium,1.00,Very Good,Excellent,59.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6342100425/still_230x230.jpg,https://bluenile.v360.in/2/imaged/gia-6342100425/1/,"{'label': '6.49 x 6.50 x 3.92 mm', 'labelSmall': '6.49 x 6.50 x 3.92'}",False,None,0.23895498,False,False
./diamond-details/LD14439199,1.00,Nov 11,Nov 12,"$3,858","$4,167","$3,858",LD14439199,LD14439199,RD,Round,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",64.6,Medium,1.01,Very Good,Very Good,56.0,False,None,None,"{'label': '6.17 x 6.24 x 4.01 mm', 'labelSmall': '6.17 x 6.24 x 4.01'}",False,None,0.09802804,False,True
./diamond-details/LD14465939,1.00,Nov 11,Nov 12,"$3,862",None,"$3,862",LD14465939,LD14465939,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",61.6,Faint,1.01,Excellent,Excellent,55.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6355829698/still_230x230.jpg,https://bluenile.v360.in/55/imaged/gia-6355829698/1/,"{'label': '6.46 x 6.42 x 3.97 mm', 'labelSmall': '6.46 x 6.42 x 3.97'}",False,None,0.25948834,False,True
./diamond-details/LD14557604,1.00,Nov 25,Nov 27,"$3,862",None,"$3,862",LD14557604,LD14557604,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",60.7,Medium,1.00,Excellent,Excellent,60.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6361336225/still_230x230.jpg,https://bluenile.v360.in/27/imaged/gia-6361336225/1/,"{'label': '6.44 x 6.43 x 3.90 mm', 'labelSmall': '6.44 x 6.43 x 3.90'}",False,None,0.25948834,False,False
./diamond-details/LD14274509,1.00,Nov 25,Nov 27,"$3,866","$4,155","$3,866",LD14274509,LD14274509,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",63.0,None,1.01,Excellent,Very Good,57.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6352905128/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-6352905128/1/,"{'label': '6.41 x 6.33 x 4.02 mm', 'labelSmall': '6.41 x 6.33 x 4.02'}",False,None,0.258576,False,False
./diamond-details/LD14511378,1.02,Nov 27,Nov 30,"$3,869",None,"$3,793",LD14511378,LD14511378,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",62.6,None,1.00,Excellent,Excellent,56.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2357978536/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-2357978536/1/,"{'label': '6.41 x 6.44 x 4.02 mm', 'labelSmall': '6.41 x 6.44 x 4.02'}",False,None,0.31479356,False,False
./diamond-details/LD14605645,1.00,Nov 25,Nov 27,"$3,872",None,"$3,872",LD14605645,LD14605645,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",62.0,Medium,1.00,Excellent,Excellent,58.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1368127332/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-1368127332/1/,"{'label': '6.35 x 6.38 x 3.95 mm', 'labelSmall': '6.35 x 6.38 x 3.95'}",False,None,0.2520952,False,False
./diamond-details/LD14582362,1.00,Nov 27,Nov 30,"$3,892",None,"$3,892",LD14582362,LD14582362,RD,Round,SI1,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",62.5,Faint,1.02,Excellent,Good,56.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1368310942/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-1368310942/1/,"{'label': '6.42 x 6.28 x 3.97 mm', 'labelSmall': '6.42 x 6.28 x 3.97'}",False,None,0.4624444,False,False
./diamond-details/LD14559903,1.00,Nov 25,Nov 27,"$3,893",None,"$3,893",LD14559903,LD14559903,RD,Round,SI1,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",64.5,Faint,1.01,Excellent,Excellent,56.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2368354909/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-2368354909/1/,"{'label': '6.26 x 6.22 x 4.03 mm', 'labelSmall': '6.26 x 6.22 x 4.03'}",False,None,0.44643766,False,False
./diamond-details/LD12970798,1.01,Nov 10,Nov 11,"$3,900",None,"$3,861",LD12970798,LD12970798,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",60.2,Medium,1.01,Excellent,Excellent,60.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1206575939/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-1206575939/1/,"{'label': '6.55 x 6.51 x 3.93 mm', 'labelSmall': '6.55 x 6.51 x 3.93'}",False,None,0.26461872,False,True
./diamond-details/LD14215504,1.01,Nov 10,Nov 11,"$3,900",None,"$3,861",LD14215504,LD14215504,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",63.1,Medium,1.01,Excellent,Excellent,55.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2347794455/still_230x230.jpg,https://bluenile.v360.in/71/imaged/gia-2347794455/1/,"{'label': '6.35 x 6.39 x 4.02 mm', 'labelSmall': '6.35 x 6.39 x 4.02'}",False,None,0.2282866,False,True
./diamond-details/LD14605643,1.01,Nov 25,Nov 27,"$3,911",None,"$3,872",LD14605643,LD14605643,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",62.7,None,1.01,Excellent,Excellent,58.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1365127346/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-1365127346/1/,"{'label': '6.36 x 6.40 x 4.00 mm', 'labelSmall': '6.36 x 6.40 x 4.00'}",False,None,0.24982043,False,False
./diamond-details/LD14228745,1.01,Nov 25,Nov 27,"$3,915",None,"$3,876",LD14228745,LD14228745,RD,Round,SI2,G,None,"{'label': 'Ideal', 'labelSmall': 'Ideal'}",62.8,Strong,1.01,Excellent,Excellent,57.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7356811090/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-7356811090/1/,"{'label': '6.40 x 6.35 x 4.00 mm', 'labelSmall': '6.40 x 6.35 x 4.00'}",False,None,0.2276131,False,False
