detailsPageUrl,carat,date,dateSet,price,strikethroughPrice,pricePerCarat,skus,id,shapeCode,shapeName,clarity,color,culet,cut,depth,fluorescence,lxwRatio,polish,symmetry,table,hasVisualization,visualizationImageUrl,v360BaseUrl,measurements,willArriveForHoliday,imageUrl,sellingIndex,sold,quickShip
./diamond-details/LD14554255,1.00,Nov 27,Nov 30,"$3,058",None,"$3,058",LD14554255,LD14554255,CU,Cushion,SI2,E,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",67.7,None,1.09,Excellent,Good,63.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6362129958/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-6362129958/1/,"{'label': '6.06 x 5.56 x 3.77 mm', 'labelSmall': '6.06 x 5.56 x 3.77'}",False,None,0.3008059,False,False
./diamond-details/LD14608268,1.01,Nov 27,Nov 30,"$3,070",None,"$3,040",LD14608268,LD14608268,CU,Cushion,SI1,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",67.9,Faint,1.02,Excellent,Very Good,62.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2366277172/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-2366277172/1/,"{'label': '5.68 x 5.56 x 3.78 mm', 'labelSmall': '5.68 x 5.56 x 3.78'}",False,None,0.2863281,False,False
./diamond-details/LD14529844,1.01,Nov 25,Nov 27,"$3,088",None,"$3,057",LD14529844,LD14529844,CU,Cushion,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",67.5,None,1.03,Excellent,Excellent,60.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2367186823/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-2367186823/1/,"{'label': '5.72 x 5.56 x 3.76 mm', 'labelSmall': '5.72 x 5.56 x 3.76'}",False,None,0.22561832,False,False
./diamond-details/LD14154227,1.01,Nov 25,Nov 27,"$3,092","$3,500","$3,061",LD14154227,LD14154227,RD,Round,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",63.3,None,1.01,Excellent,Excellent,58.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6355661355/still_230x230.jpg,https://bluenile.v360.in/27/imaged/gia-6355661355/1/,"{'label': '6.30 x 6.25 x 3.97 mm', 'labelSmall': '6.30 x 6.25 x 3.97'}",False,None,0.5503945,False,False
./diamond-details/LD14365996,1.03,Nov 24,Nov 25,"$3,093",None,"$3,003",LD14365996,LD14365996,CU,Cushion,SI1,F,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",66.6,None,1.06,Excellent,Very Good,63.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6351383099/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-6351383099/1/,"{'label': '5.85 x 5.50 x 3.67 mm', 'labelSmall': '5.85 x 5.50 x 3.67'}",False,None,0.32273528,False,False
./diamond-details/LD14610409,1.01,Nov 25,Nov 27,"$3,102",None,"$3,071",LD14610409,LD14610409,CU,Cushion,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",63.3,None,1.05,Excellent,Excellent,57.0,False,None,None,"{'label': '5.91 x 5.63 x 3.57 mm', 'labelSmall': '5.91 x 5.63 x 3.57'}",False,None,0.09013999,False,False
./diamond-details/LD13262272,1.01,Nov 18,Nov 19,"$3,124",None,"$3,093",LD13262272,LD13262272,RD,Round,SI2,F,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",64.0,Medium,1.01,Excellent,Very Good,62.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1343162087/still_230x230.jpg,https://bluenile.v360.in/29/imaged/gia-1343162087/1/,"{'label': '6.26 x 6.33 x 4.03 mm', 'labelSmall': '6.26 x 6.33 x 4.03'}",False,None,0.6199588,False,False
./diamond-details/LD14452455,1.01,Nov 10,Nov 11,"$3,149",None,"$3,118",LD14452455,LD14452455,CU,Cushion,SI2,F,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",66.5,None,1.04,Excellent,Very Good,61.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1355281243/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-1355281243/1/,"{'label': '5.94 x 5.73 x 3.81 mm', 'labelSmall': '5.94 x 5.73 x 3.81'}",False,None,0.1991725,False,True
./diamond-details/LD08483671,1.01,Nov 9,Nov 10,"$3,157",None,"$3,126",LD08483671,LD08483671,CU,Cushion,SI2,E,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",67.7,None,1.03,Excellent,Very Good,59.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1209982562/still_230x230.jpg,https://bluenile.v360.in/1/imaged/gia-1209982562/1/,"{'label': '5.79 x 5.60 x 3.80 mm', 'labelSmall': '5.79 x 5.60 x 3.80'}",False,None,0.21683839,False,True
./diamond-details/LD13270433,1.00,Nov 18,Nov 19,"$3,168",None,"$3,168",LD13270433,LD13270433,RD,Round,SI2,E,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",61.9,Medium,1.01,Excellent,Very Good,56.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6341176051/still_230x230.jpg,https://bluenile.v360.in/29/imaged/gia-6341176051/1/,"{'label': '6.30 x 6.35 x 3.92 mm', 'labelSmall': '6.30 x 6.35 x 3.92'}",False,None,0.7109599,False,False
./diamond-details/LD14560206,1.00,Nov 24,Nov 25,"$3,179",None,"$3,179",LD14560206,LD14560206,CU,Cushion,SI1,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",66.6,None,1.09,Excellent,Excellent,61.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7368267646/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-7368267646/1/,"{'label': '5.90 x 5.42 x 3.61 mm', 'labelSmall': '5.90 x 5.42 x 3.61'}",False,None,0.2505443,False,False
./diamond-details/LD14031590,1.09,Nov 25,Nov 27,"$3,187",None,"$2,924",LD14031590,LD14031590,CU,Cushion,SI2,F,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",67.0,None,1.03,Excellent,Excellent,62.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1355603355/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-1355603355/1/,"{'label': '5.85 x 5.70 x 3.82 mm', 'labelSmall': '5.85 x 5.70 x 3.82'}",False,None,0.40874302,False,False
./diamond-details/LD13255202,1.01,Nov 18,Nov 19,"$3,188",None,"$3,156",LD13255202,LD13255202,CU,Cushion,SI1,F,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",68.3,None,1.10,Excellent,Excellent,63.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6345224174/still_230x230.jpg,https://bluenile.v360.in/29/imaged/gia-6345224174/1/,"{'label': '5.91 x 5.37 x 3.67 mm', 'labelSmall': '5.91 x 5.37 x 3.67'}",False,None,0.2826419,False,False
./diamond-details/LD10996045,1.01,Nov 18,Nov 19,"$3,192",None,"$3,160",LD10996045,LD10996045,RD,Round,SI2,F,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",64.7,Medium,1.01,Very Good,Very Good,57.0,False,None,None,"{'label': '6.17 x 6.25 x 4.02 mm', 'labelSmall': '6.17 x 6.25 x 4.02'}",False,None,0.37437978,False,False
./diamond-details/LD14572308,1.01,Nov 12,Nov 13,"$3,209",None,"$3,177",LD14572308,LD14572308,CU,Cushion,SI1,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",69.0,None,1.16,Excellent,Very Good,60.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2296471659/still_230x230.jpg,https://bluenile.v360.in/29/imaged/gia-2296471659/1/,"{'label': '6.13 x 5.28 x 3.65 mm', 'labelSmall': '6.13 x 5.28 x 3.65'}",False,None,0.24280326,False,True
./diamond-details/LD13126985,1.00,Nov 18,Nov 19,"$3,227",None,"$3,227",LD13126985,LD13126985,RD,Round,SI2,E,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",64.7,None,1.02,Excellent,Good,57.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1337972020/still_230x230.jpg,https://bluenile.v360.in/29/imaged/gia-1337972020/1/,"{'label': '6.12 x 6.26 x 4.00 mm', 'labelSmall': '6.12 x 6.26 x 4.00'}",False,None,0.58168906,False,False
./diamond-details/LD12969891,1.01,Nov 18,Nov 19,"$3,256",None,"$3,224",LD12969891,LD12969891,RD,Round,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",64.1,Strong,1.01,Very Good,Very Good,58.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5333614860/still_230x230.jpg,https://bluenile.v360.in/29/imaged/gia-5333614860/1/,"{'label': '6.20 x 6.29 x 4.00 mm', 'labelSmall': '6.20 x 6.29 x 4.00'}",False,None,0.4776439,False,False
./diamond-details/LD14619599,1.00,Nov 25,Nov 27,"$3,273",None,"$3,273",LD14619599,LD14619599,CU,Cushion,SI1,E,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",68.0,Medium,1.16,Excellent,Very Good,59.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1369382618/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-1369382618/1/,"{'label': '6.15 x 5.32 x 3.62 mm', 'labelSmall': '6.15 x 5.32 x 3.62'}",False,None,0.30108482,False,False
./diamond-details/LD14554503,1.01,Nov 11,Nov 12,"$3,278",None,"$3,246",LD14554503,LD14554503,CU,Cushion,SI1,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",67.8,None,1.05,Excellent,Very Good,62.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5346303742/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-5346303742/1/,"{'label': '5.99 x 5.70 x 3.87 mm', 'labelSmall': '5.99 x 5.70 x 3.87'}",False,None,0.2354448,False,True
./diamond-details/LD13793829,1.00,Nov 18,Nov 19,"$3,304",None,"$3,304",LD13793829,LD13793829,RD,Round,SI2,E,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",64.6,Medium,1.02,Excellent,Very Good,58.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1345988969/still_230x230.jpg,https://bluenile.v360.in/29/imaged/gia-1345988969/1/,"{'label': '6.12 x 6.23 x 3.99 mm', 'labelSmall': '6.12 x 6.23 x 3.99'}",False,None,0.570887,False,False
./diamond-details/LD14031183,1.01,Nov 18,Nov 19,"$3,312",None,"$3,279",LD14031183,LD14031183,RD,Round,SI2,G,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",64.0,Medium,1.01,Excellent,Very Good,58.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1358504454/still_230x230.jpg,https://bluenile.v360.in/29/imaged/gia-1358504454/1/,"{'label': '6.19 x 6.28 x 3.99 mm', 'labelSmall': '6.19 x 6.28 x 3.99'}",False,None,0.5204407,False,False
./diamond-details/LD14564278,1.00,Nov 25,Nov 27,"$3,313",None,"$3,313",LD14564278,LD14564278,CU,Cushion,SI2,F,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",66.6,None,1.09,Excellent,Excellent,59.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6365373706/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-6365373706/1/,"{'label': '5.98 x 5.51 x 3.67 mm', 'labelSmall': '5.98 x 5.51 x 3.67'}",False,None,0.17509958,False,False
./diamond-details/LD13194985,1.00,Nov 27,Nov 30,"$3,315",None,"$3,315",LD13194985,LD13194985,RD,Round,SI2,E,None,"{'label': 'Very Good', 'labelSmall': 'Very Good'}",64.3,None,1.01,Very Good,Good,55.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6342027718/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-6342027718/1/,"{'label': '6.21 x 6.28 x 4.02 mm', 'labelSmall': '6.21 x 6.28 x 4.02'}",False,None,0.5221147,False,False
